,temp_air,wind_speed,ghi,dni,dhi,total_clouds,low_clouds,mid_clouds,high_clouds
2019-12-31 00:00:00,8.839999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31 01:00:00,8.600000000000023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-12-31 02:00:00,8.529999999999973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-12-31 03:00:00,8.670000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31 04:00:00,8.579999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31 05:00:00,8.480000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-31 06:00:00,8.279999999999973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-12-31 07:00:00,7.860000000000014,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2019-12-31 08:00:00,7.389999999999986,0.0,36.14627244895087,32.106299679263834,33.11053442837758,7.000000000000001,0.0,0.0,0.0
2019-12-31 09:00:00,9.649999999999977,0.0,180.1941113606698,408.23884936779257,77.95787594842695,9.0,0.0,0.0,0.0
2019-12-31 10:00:00,12.04000000000002,0.0,312.09180236202275,562.2469389780495,102.41357251697346,9.0,0.0,0.0,0.0
2019-12-31 11:00:00,13.5,0.0,396.1417754424638,598.5614056317545,124.5747681951928,11.0,0.0,0.0,0.0
2019-12-31 12:00:00,14.699999999999989,0.0,433.16973289431314,621.9924024163686,130.10888568732332,11.0,0.0,0.0,0.0
2019-12-31 13:00:00,15.29000000000002,0.0,409.702545813593,579.8529762543822,136.43420951432842,13.0,0.0,0.0,0.0
2019-12-31 14:00:00,15.829999999999984,0.0,335.1019161364534,516.5702036512296,124.92174772258363,15.0,0.0,0.0,0.0
2019-12-31 15:00:00,15.819999999999993,0.0,231.05655337589715,481.7539284785628,87.28103072089931,9.0,0.0,0.0,0.0
2019-12-31 16:00:00,15.569999999999993,0.0,82.9252817502207,182.05574118312694,55.00622841169144,11.0,0.0,0.0,0.0
2019-12-31 17:00:00,14.279999999999973,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
2019-12-31 18:00:00,11.990000000000009,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2019-12-31 19:00:00,10.899999999999977,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2019-12-31 20:00:00,10.45999999999998,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,0.0
2019-12-31 21:00:00,10.220000000000027,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2019-12-31 22:00:00,9.949999999999989,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
2019-12-31 23:00:00,9.399999999999977,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,0.0
2020-01-01 00:00:00,9.100000000000023,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2020-01-01 01:00:00,8.879999999999995,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
2020-01-01 02:00:00,8.300000000000011,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-01-01 03:00:00,8.379999999999995,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-01-01 04:00:00,8.470000000000027,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
2020-01-01 05:00:00,8.589999999999975,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
2020-01-01 06:00:00,8.649999999999977,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
2020-01-01 07:00:00,8.569999999999993,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
2020-01-01 08:00:00,8.699999999999989,0.0,30.145976910553834,0.0,30.145976910553834,30.0,0.0,0.0,0.0
2020-01-01 09:00:00,9.870000000000005,0.0,151.3058807573151,227.22938269728064,94.4151350324845,32.0,0.0,0.0,0.0
2020-01-01 10:00:00,11.54000000000002,0.0,273.34434223504803,367.64804180679573,136.12303583065113,27.0,0.0,0.0,0.0
2020-01-01 11:00:00,12.649999999999977,0.0,313.3246860515604,266.49348427987496,192.22469152657126,41.0,0.0,0.0,0.0
2020-01-01 12:00:00,13.180000000000007,0.0,345.9741042445946,281.0269255964759,208.7275920892239,40.0,0.0,0.0,0.0
2020-01-01 13:00:00,14.220000000000027,0.0,367.26977259095133,396.0233591797174,180.03290626330423,28.000000000000004,0.0,0.0,0.0
2020-01-01 14:00:00,14.629999999999995,0.0,307.67208949982654,385.00398507211673,150.30792038641695,27.0,0.0,0.0,0.0
2020-01-01 15:00:00,14.329999999999984,0.0,204.09140223750725,315.69055748619456,109.20668212531544,27.0,0.0,0.0,0.0
2020-01-01 16:00:00,13.75,0.0,73.52194636997659,102.06676767443453,57.635624918400104,30.0,0.0,0.0,0.0
2020-01-01 17:00:00,13.20999999999998,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
2020-01-01 18:00:00,12.629999999999995,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
2020-01-01 19:00:00,12.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
2020-01-01 20:00:00,11.839999999999975,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
2020-01-01 21:00:00,11.649999999999977,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
2020-01-01 22:00:00,11.370000000000005,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
2020-01-01 23:00:00,11.100000000000023,0.0,0.0,0.0,0.0,56.99999999999999,0.0,0.0,0.0
2020-01-02 00:00:00,10.45999999999998,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
2020-01-02 01:00:00,10.160000000000025,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0
2020-01-02 02:00:00,9.829999999999984,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
2020-01-02 03:00:00,8.970000000000027,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
2020-01-02 04:00:00,8.990000000000009,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
2020-01-02 05:00:00,8.910000000000025,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0
2020-01-02 06:00:00,7.949999999999989,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
2020-01-02 07:00:00,7.810000000000002,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
2020-01-02 08:00:00,7.689999999999998,0.0,18.535915607078707,0.0,18.535915607078707,77.0,0.0,0.0,0.0
2020-01-02 09:00:00,8.720000000000027,0.0,96.55378812321025,15.862841857236301,92.58151321490818,76.0,0.0,0.0,0.0
2020-01-02 10:00:00,9.879999999999995,0.0,165.68537469010758,42.19630432677721,149.91796393440598,77.0,0.0,0.0,0.0
2020-01-02 11:00:00,11.170000000000016,0.0,216.47351446241075,55.277292171880404,191.30818276825858,76.0,0.0,0.0,0.0
2020-01-02 12:00:00,13.240000000000009,0.0,264.5634505274911,95.58968797840356,217.76073374073476,67.0,0.0,0.0,0.0
2020-01-02 13:00:00,13.560000000000002,0.0,415.4312504496018,594.4013684934386,133.43457987065517,12.0,0.0,0.0,0.0
2020-01-02 14:00:00,15.740000000000009,0.0,350.75125448009203,575.2113705927176,114.51636463989274,10.0,0.0,0.0,0.0
2020-01-02 15:00:00,16.089999999999975,0.0,235.14627861462935,483.90705192457193,88.63136350629841,9.0,0.0,0.0,0.0
2020-01-02 16:00:00,16.029999999999973,0.0,89.79544825350966,216.20782636798887,55.63026721793026,6.0,0.0,0.0,0.0
2020-01-02 17:00:00,14.649999999999977,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,0.0
2020-01-02 18:00:00,12.670000000000016,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
2020-01-02 19:00:00,11.550000000000011,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-01-02 20:00:00,10.649999999999977,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-01-02 21:00:00,10.360000000000014,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-02 22:00:00,9.779999999999973,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-01-02 23:00:00,9.639999999999986,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-03 00:00:00,9.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-01-03 01:00:00,8.550000000000011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-03 02:00:00,8.730000000000018,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-03 03:00:00,7.949999999999989,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-03 04:00:00,8.029999999999973,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-03 05:00:00,7.8799999999999955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-03 06:00:00,6.769999999999982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-03 07:00:00,6.430000000000007,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
2020-01-03 08:00:00,5.9599999999999795,0.0,32.29946917005486,2.678560258661601,32.04844262550225,19.0,0.0,0.0,0.0
2020-01-03 09:00:00,7.389999999999986,0.0,168.40197554235206,328.6826051289243,86.04292022170323,18.0,0.0,0.0,0.0
2020-01-03 10:00:00,9.589999999999975,0.0,291.00564666238984,446.92139178614593,123.76301802238018,19.0,0.0,0.0,0.0
2020-01-03 11:00:00,11.79000000000002,0.0,378.4492099402453,501.3534327215007,149.72800120244275,18.0,0.0,0.0,0.0
2020-01-03 12:00:00,13.310000000000002,0.0,418.0059538112718,523.3173112177276,161.06796709623825,17.0,0.0,0.0,0.0
2020-01-03 13:00:00,14.5,0.0,411.1314516792263,561.964243720262,143.54819913303652,14.000000000000002,0.0,0.0,0.0
2020-01-03 14:00:00,15.370000000000005,0.0,342.89421569446876,527.3890898901992,125.21428064080655,14.000000000000002,0.0,0.0,0.0
2020-01-03 15:00:00,15.490000000000009,0.0,229.1425336869996,435.6146721451277,96.24625651372565,14.000000000000002,0.0,0.0,0.0
2020-01-03 16:00:00,15.120000000000005,0.0,85.68801145131148,170.75923776096278,58.28562918448377,16.0,0.0,0.0,0.0
2020-01-03 17:00:00,13.54000000000002,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
2020-01-03 18:00:00,11.800000000000011,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
2020-01-03 19:00:00,10.79000000000002,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,0.0
2020-01-03 20:00:00,10.269999999999982,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,0.0
2020-01-03 21:00:00,9.480000000000018,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-01-03 22:00:00,9.379999999999995,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,0.0
2020-01-03 23:00:00,8.879999999999995,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2020-01-04 00:00:00,8.910000000000025,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-01-04 01:00:00,9.100000000000023,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-04 02:00:00,8.910000000000025,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-04 03:00:00,8.449999999999989,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-04 04:00:00,8.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-01-04 05:00:00,8.439999999999998,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
2020-01-04 06:00:00,9.129999999999995,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
2020-01-04 07:00:00,9.360000000000014,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0
2020-01-04 08:00:00,9.649999999999977,0.0,14.50410432218014,0.0,14.50410432218014,93.0,0.0,0.0,0.0
2020-01-04 09:00:00,10.220000000000027,0.0,74.19663382512626,0.0,74.19663382512626,94.0,0.0,0.0,0.0
2020-01-04 10:00:00,11.100000000000023,0.0,124.99972678310141,0.0,124.99972678310141,96.0,0.0,0.0,0.0
2020-01-04 11:00:00,12.259999999999991,0.0,175.45395530235294,14.25004459138156,168.93778747675245,91.0,0.0,0.0,0.0
2020-01-04 12:00:00,13.0,0.0,195.600464468053,18.930801212992083,186.27800735351175,90.0,0.0,0.0,0.0
2020-01-04 13:00:00,13.329999999999984,0.0,191.41346065339224,19.985653923109997,181.86034623957704,89.0,0.0,0.0,0.0
2020-01-04 14:00:00,13.120000000000005,0.0,152.5265252593449,8.323960144354352,149.07286499681575,92.0,0.0,0.0,0.0
2020-01-04 15:00:00,13.170000000000016,0.0,110.58305489578214,2.972788012995313,109.66901546568374,87.0,0.0,0.0,0.0
2020-01-04 16:00:00,12.879999999999995,0.0,47.63494912245564,0.0,47.63494912245564,79.0,0.0,0.0,0.0
2020-01-04 17:00:00,11.819999999999993,0.0,0.008247816852838947,0.0,0.008247816852838947,64.0,0.0,0.0,0.0
2020-01-04 18:00:00,10.629999999999995,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2020-01-04 19:00:00,9.970000000000027,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
2020-01-04 20:00:00,9.29000000000002,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
2020-01-04 21:00:00,9.069999999999993,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
2020-01-04 22:00:00,8.850000000000023,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
2020-01-04 23:00:00,8.720000000000027,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-01-05 00:00:00,7.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-01-05 01:00:00,6.8700000000000045,0.0,0.0,0.0,0.0,7.000000000000001,0.0,0.0,0.0
2020-01-05 02:00:00,7.189999999999998,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
2020-01-05 03:00:00,6.720000000000027,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
2020-01-05 04:00:00,6.449999999999989,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-05 05:00:00,6.240000000000009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-05 06:00:00,5.3799999999999955,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-01-05 07:00:00,5.310000000000002,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-05 08:00:00,5.579999999999984,0.0,35.86249967115421,32.4223184242253,32.82457034720803,3.0,0.0,0.0,0.0
2020-01-05 09:00:00,6.889999999999986,0.0,189.64055992554714,470.63311684493203,71.4029690369295,1.0,0.0,0.0,0.0
2020-01-05 10:00:00,9.060000000000002,0.0,330.8496809886969,655.8607049357015,84.4818813840825,1.0,0.0,0.0,0.0
2020-01-05 11:00:00,9.95999999999998,0.0,427.75310199171076,737.6643972037821,89.56820386359055,1.0,0.0,0.0,0.0
2020-01-05 12:00:00,11.20999999999998,0.0,466.6988809075587,747.0748496145652,97.62187316044407,2.0,0.0,0.0,0.0
2020-01-05 13:00:00,13.199999999999989,0.0,450.1495090449614,738.7990882760942,95.56691554449793,2.0,0.0,0.0,0.0
2020-01-05 14:00:00,13.980000000000018,0.0,376.76430191158914,689.3151216882248,89.21099895133733,2.0,0.0,0.0,0.0
2020-01-05 15:00:00,13.970000000000027,0.0,253.68716562373024,560.830903926686,79.85951657876961,2.0,0.0,0.0,0.0
2020-01-05 16:00:00,12.5,0.0,98.97369807946335,253.89968977797702,56.92442413349277,2.0,0.0,0.0,0.0
2020-01-05 17:00:00,12.04000000000002,0.0,0.051204031499302416,0.0,0.051204031499302416,2.0,0.0,0.0,0.0
2020-01-05 18:00:00,10.490000000000009,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-05 19:00:00,9.509999999999991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-05 20:00:00,8.860000000000014,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-01-05 21:00:00,8.350000000000023,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-01-05 22:00:00,7.430000000000007,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-01-05 23:00:00,6.920000000000016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-06 00:00:00,6.410000000000025,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-06 01:00:00,6.2900000000000205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-06 02:00:00,6.060000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-06 03:00:00,5.810000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-06 04:00:00,5.319999999999993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-06 05:00:00,5.079999999999984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-06 06:00:00,4.930000000000007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-06 07:00:00,4.9599999999999795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 08:00:00,5.050000000000011,0.0,36.559119851761636,38.1333325198244,32.98019474719891,0.0,0.0,0.0,0.0
2020-01-06 09:00:00,6.9599999999999795,0.0,191.14906536106784,478.61396709477714,70.66777789037322,0.0,0.0,0.0,0.0
2020-01-06 10:00:00,9.389999999999986,0.0,333.7129324321001,668.2707264708366,82.09049913839462,0.0,0.0,0.0,0.0
2020-01-06 11:00:00,11.79000000000002,0.0,431.7254976706299,749.953501498914,86.93651451832613,0.0,0.0,0.0,0.0
2020-01-06 12:00:00,12.529999999999973,0.0,474.4907168444866,772.9735531892526,91.31280467454201,0.0,0.0,0.0,0.0
2020-01-06 13:00:00,13.089999999999975,0.0,458.1503789613915,764.8294565968142,89.50748401647206,0.0,0.0,0.0,0.0
2020-01-06 14:00:00,13.720000000000027,0.0,381.6451216824855,703.2628467586221,86.62301034937173,1.0,0.0,0.0,0.0
2020-01-06 15:00:00,14.009999999999991,0.0,256.2708887860664,562.5379769511691,80.47246155843871,2.0,0.0,0.0,0.0
2020-01-06 16:00:00,13.45999999999998,0.0,101.38852599341168,259.73320731591485,57.676399936031004,2.0,0.0,0.0,0.0
2020-01-06 17:00:00,12.54000000000002,0.0,0.10534735041374495,0.0,0.10534735041374495,2.0,0.0,0.0,0.0
2020-01-06 18:00:00,10.430000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 19:00:00,9.480000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 20:00:00,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 21:00:00,8.420000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 22:00:00,8.110000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06 23:00:00,7.579999999999984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-07 00:00:00,7.259999999999991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-07 01:00:00,6.899999999999977,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-07 02:00:00,6.4599999999999795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-07 03:00:00,5.899999999999977,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-07 04:00:00,6.0400000000000205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-07 05:00:00,5.519999999999982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-07 06:00:00,4.480000000000018,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-01-07 07:00:00,4.220000000000027,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-01-07 08:00:00,4.2900000000000205,0.0,33.05229876079306,7.5938739069734735,32.337589440191884,15.0,0.0,0.0,0.0
2020-01-07 09:00:00,5.899999999999977,0.0,175.35497390010056,365.3242591945182,83.16852107691965,13.0,0.0,0.0,0.0
2020-01-07 10:00:00,9.199999999999989,0.0,301.92377057589977,486.5763020598278,118.22695884225047,15.0,0.0,0.0,0.0
2020-01-07 11:00:00,9.350000000000023,0.0,387.99338916228317,521.9890412534337,147.27637229364973,16.0,0.0,0.0,0.0
2020-01-07 12:00:00,11.910000000000025,0.0,423.632888100148,520.1668867934678,164.84076596934858,17.0,0.0,0.0,0.0
2020-01-07 13:00:00,13.20999999999998,0.0,412.4631013824706,528.6173944135465,156.5360023963802,16.0,0.0,0.0,0.0
2020-01-07 14:00:00,13.589999999999975,0.0,356.50341466600236,550.7225771596758,124.12899806017512,12.0,0.0,0.0,0.0
2020-01-07 15:00:00,12.410000000000025,0.0,247.00981090684445,490.6561475420247,92.37688918851447,9.0,0.0,0.0,0.0
2020-01-07 16:00:00,11.319999999999993,0.0,102.5156344908375,254.15418357356356,59.04221977817481,4.0,0.0,0.0,0.0
2020-01-07 17:00:00,10.730000000000018,0.0,0.17287256111953886,0.0,0.17287256111953886,9.0,0.0,0.0,0.0
2020-01-07 18:00:00,9.339999999999975,0.0,0.0,0.0,0.0,28.999999999999996,0.0,0.0,0.0
2020-01-07 19:00:00,9.45999999999998,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
2020-01-07 20:00:00,9.569999999999993,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
2020-01-07 21:00:00,9.70999999999998,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
2020-01-07 22:00:00,9.600000000000023,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0
2020-01-07 23:00:00,9.529999999999973,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
2020-01-08 00:00:00,9.600000000000023,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
2020-01-08 01:00:00,9.740000000000009,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
2020-01-08 02:00:00,9.670000000000016,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0
2020-01-08 03:00:00,9.180000000000007,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
2020-01-08 04:00:00,8.769999999999982,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
2020-01-08 05:00:00,8.600000000000023,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0
2020-01-08 06:00:00,7.699999999999989,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0
2020-01-08 07:00:00,7.810000000000002,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0
2020-01-08 08:00:00,7.430000000000007,0.0,16.931503282603156,0.0,16.931503282603156,83.0,0.0,0.0,0.0
2020-01-08 09:00:00,8.199999999999989,0.0,88.44099240980667,0.0,88.44099240980667,83.0,0.0,0.0,0.0
2020-01-08 10:00:00,9.730000000000018,0.0,169.76279790917624,44.7744792676295,152.80917463892186,76.0,0.0,0.0,0.0
2020-01-08 11:00:00,9.819999999999993,0.0,177.47656544523082,14.299632700108269,170.86053314227487,91.0,0.0,0.0,0.0
2020-01-08 12:00:00,10.79000000000002,0.0,195.32467528967362,17.05232405066532,186.80835498545684,91.0,0.0,0.0,0.0
2020-01-08 13:00:00,11.430000000000007,0.0,264.1676951634955,98.24319343583353,216.38267652256982,66.0,0.0,0.0,0.0
2020-01-08 14:00:00,11.970000000000027,0.0,219.7530905091926,87.14825968106372,182.7607626417469,67.0,0.0,0.0,0.0
2020-01-08 15:00:00,11.889999999999986,0.0,216.90159846998844,312.80523534012656,117.46625063787387,28.000000000000004,0.0,0.0,0.0
2020-01-08 16:00:00,11.129999999999995,0.0,54.577534679859276,0.0,54.577534679859276,76.0,0.0,0.0,0.0
2020-01-08 17:00:00,9.980000000000018,0.0,0.1121063361230266,0.0,0.1121063361230266,94.0,0.0,0.0,0.0
2020-01-08 18:00:00,9.550000000000011,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
2020-01-08 19:00:00,9.259999999999991,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0
2020-01-08 20:00:00,9.180000000000007,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0
2020-01-08 21:00:00,9.230000000000018,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0
2020-01-08 22:00:00,9.04000000000002,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
2020-01-08 23:00:00,8.819999999999993,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
2020-01-09 00:00:00,8.939999999999998,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
2020-01-09 01:00:00,8.889999999999986,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0
2020-01-09 02:00:00,8.639999999999986,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
2020-01-09 03:00:00,8.860000000000014,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0
2020-01-09 04:00:00,8.839999999999975,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0
2020-01-09 05:00:00,8.600000000000023,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-09 06:00:00,8.279999999999973,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-09 07:00:00,8.670000000000016,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
2020-01-09 08:00:00,8.939999999999998,0.0,14.390354104869779,0.0,14.390354104869779,94.0,0.0,0.0,0.0
2020-01-09 09:00:00,9.370000000000005,0.0,76.20940664469506,0.0,76.20940664469506,93.0,0.0,0.0,0.0
2020-01-09 10:00:00,9.759999999999991,0.0,133.1198850090635,1.885209719866687,132.4037436447912,93.0,0.0,0.0,0.0
2020-01-09 11:00:00,9.839999999999975,0.0,212.12218025755794,44.4768136336267,191.47157344757787,79.0,0.0,0.0,0.0
2020-01-09 12:00:00,9.5,0.0,196.14675110147792,17.097574919876738,187.57344318813023,91.0,0.0,0.0,0.0
2020-01-09 13:00:00,9.009999999999991,0.0,189.9749750361001,16.21406226924081,182.05043650763312,91.0,0.0,0.0,0.0
2020-01-09 14:00:00,9.089999999999975,0.0,180.52275153979676,29.381608428938186,167.9739643835204,83.0,0.0,0.0,0.0
2020-01-09 15:00:00,8.95999999999998,0.0,102.53053723705077,0.0,102.53053723705077,95.0,0.0,0.0,0.0
2020-01-09 16:00:00,9.170000000000016,0.0,60.967341028881116,0.0,60.967341028881116,69.0,0.0,0.0,0.0
2020-01-09 17:00:00,8.769999999999982,0.0,0.26591585790178046,0.0,0.26591585790178046,57.99999999999999,0.0,0.0,0.0
2020-01-09 18:00:00,7.7900000000000205,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
2020-01-09 19:00:00,7.199999999999989,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-01-09 20:00:00,6.7099999999999795,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-09 21:00:00,6.610000000000014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-01-09 22:00:00,6.3700000000000045,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-01-09 23:00:00,6.199999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 00:00:00,6.009999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 01:00:00,5.949999999999989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
