timestamp,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure
1577779200,Clear,clear-night,0,0,8.84,7.42,3.32,0.68,2.54,353,16.093,0,1020
1577782800,Clear,clear-night,0,0,8.6,6.9,3.2,0.69,2.89,3,16.093,0.01,1019.9
1577786400,Clear,clear-night,0,0,8.53,6.75,2.89,0.68,2.99,11,16.093,0.01,1020.4
1577790000,Clear,clear-night,0,0,8.67,7.16,2.56,0.65,2.62,16,16.093,0,1020.6
1577793600,Clear,clear-night,0,0,8.58,7.03,2.19,0.64,2.67,20,16.093,0,1020.4
1577797200,Clear,clear-night,0,0,8.48,7.04,2.09,0.64,2.47,1,16.093,0,1020.5
1577800800,Clear,clear-night,0,0,8.28,6.57,1.5,0.62,2.81,19,16.093,0.01,1020.7
1577804400,Clear,clear-night,0,0,7.86,6.11,1.68,0.65,2.74,13,16.093,0.04,1021.1
1577808000,Clear,clear-day,0,0,7.39,5.9,1.72,0.67,2.29,14,16.093,0.07,1021.5
1577811600,Clear,clear-day,0.0067,0.03,9.65,8.39,2.25,0.6,2.52,17,16.093,0.09,1021.6
1577815200,Clear,clear-day,0,0,12.04,12.04,3.11,0.54,2.49,19,16.093,0.09,1021.8
1577818800,Clear,clear-day,0,0,13.5,13.5,2.87,0.49,3.02,355,16.093,0.11,1021.5
1577822400,Clear,clear-day,0,0,14.7,14.7,2.53,0.44,3.02,356,16.093,0.11,1020.8
1577826000,Clear,clear-day,0,0,15.29,15.29,2.91,0.43,2.72,339,16.093,0.13,1020.6
1577829600,Clear,clear-day,0,0,15.83,15.83,2.98,0.42,2.05,331,16.093,0.15,1020.3
1577833200,Clear,clear-day,0,0,15.82,15.82,3.46,0.44,1.74,17,16.093,0.09,1020
1577836800,Clear,clear-day,0,0,15.57,15.57,3.52,0.45,1.5,85,16.093,0.11,1019.7
1577840400,Clear,clear-night,0,0,14.28,14.28,3.89,0.5,1.39,267,16.093,0.12,1019.7
1577844000,Clear,clear-night,0,0,11.99,11.99,3.17,0.55,1.47,297,16.093,0.1,1020.2
1577847600,Clear,clear-night,0,0,10.9,10.9,3.07,0.58,1.66,322,16.093,0.1,1019.9
1577851200,Clear,clear-night,0,0,10.46,10.46,3.1,0.6,1.56,296,16.093,0.07,1020.5
1577854800,Clear,clear-night,0,0,10.22,10.22,2.71,0.6,1.77,277,16.093,0.1,1020.7
1577858400,Clear,clear-night,0,0,9.95,9.52,3.17,0.63,1.57,291,16.037,0.09,1021.6
1577862000,Clear,clear-night,0,0,9.4,8.75,2.43,0.62,1.72,109,16.093,0.07,1020.9
1577865600,Clear,clear-night,0,0,9.1,8.49,2.43,0.63,1.63,276,16.093,0.05,1020.3
1577869200,Clear,clear-night,0,0,8.88,8.13,3.46,0.69,1.74,283,15.693,0.15,1021.7
1577872800,Clear,clear-night,0,0,8.3,7.66,3.02,0.69,1.54,307,15.549,0.03,1021.5
1577876400,Clear,clear-night,0,0,8.38,7.44,3.49,0.71,1.86,96,15.128,0.04,1020.8
1577880000,Clear,clear-night,0,0,8.47,7.89,3.81,0.72,1.51,37,16.093,0.19,1021
1577883600,Clear,clear-night,0,0,8.59,7.84,3.8,0.72,1.69,277,16.093,0.16,1020.2
1577887200,Clear,clear-night,0,0,8.65,7.98,3.96,0.72,1.61,264,16.093,0.08,1020.2
1577890800,Clear,clear-night,0,0,8.57,8.1,4.43,0.75,1.42,265,16.093,0.22,1021.5
1577894400,Clear,clear-day,0,0,8.7,7.63,4.98,0.77,2.06,208,15.46,0.3,1020.9
1577898000,Partly Cloudy,partly-cloudy-day,0,0,9.87,8.88,5.99,0.77,2.2,234,16.093,0.32,1020.9
1577901600,Clear,clear-day,0,0,11.54,11.54,7.4,0.76,2.88,255,15.925,0.27,1021.4
1577905200,Partly Cloudy,partly-cloudy-day,0,0,12.65,12.65,8.77,0.77,2.61,250,16.093,0.41,1021.5
1577908800,Partly Cloudy,partly-cloudy-day,0,0,13.18,13.18,9.76,0.8,2.99,255,16.093,0.4,1021.2
1577912400,Clear,clear-day,0,0,14.22,14.22,10.36,0.78,2.85,250,16.093,0.28,1020
1577916000,Clear,clear-day,0,0,14.63,14.63,10.23,0.75,3.76,265,16.093,0.27,1020.1
1577919600,Clear,clear-day,0,0,14.33,14.33,10.64,0.78,3.32,256,16.093,0.27,1019.2
1577923200,Clear,clear-day,0,0,13.75,13.75,10.68,0.82,2.79,281,16.093,0.3,1019.2
1577926800,Clear,clear-night,0,0,13.21,13.21,10.57,0.84,2.14,280,16.093,0.26,1018.7
1577930400,Clear,clear-night,0,0,12.63,12.63,10.38,0.86,2.28,286,16.093,0.3,1019.2
1577934000,Clear,clear-night,0,0,12,12,9.7,0.86,2.4,255,16.093,0.19,1018.9
1577937600,Clear,clear-night,0,0,11.84,11.84,9.47,0.85,2.36,274,16.093,0.22,1018.9
1577941200,Partly Cloudy,partly-cloudy-night,0,0,11.65,11.65,9.61,0.87,2.18,286,11.947,0.33,1019.4
1577944800,Partly Cloudy,partly-cloudy-night,0,0,11.37,11.37,9.39,0.88,2.29,261,7.614,0.39,1019.2
1577948400,Partly Cloudy,partly-cloudy-night,0,0,11.1,11.1,9,0.87,2.33,275,6.308,0.57,1020.1
1577952000,Mostly Cloudy,partly-cloudy-night,0,0,10.46,10.46,8.14,0.86,2.33,279,7.059,0.75,1020
1577955600,Mostly Cloudy,partly-cloudy-night,0,0,10.16,10.16,7.76,0.85,2.32,291,5.49,0.83,1019.3
1577959200,Mostly Cloudy,partly-cloudy-night,0,0,9.83,8.68,7.34,0.85,2.4,312,5.116,0.82,1019.4
1577962800,Overcast,cloudy,0.0148,0.06,8.97,7.84,6.66,0.85,2.18,323,4.978,0.89,1019.8
1577966400,Overcast,cloudy,0,0,8.99,8.09,6.32,0.83,1.92,8,5.847,0.89,1019.6
1577970000,Mostly Cloudy,partly-cloudy-night,0,0,8.91,8.12,6.08,0.82,1.78,3,6.904,0.77,1019.7
1577973600,Mostly Cloudy,partly-cloudy-night,0.044,0.17,7.95,6.91,5.19,0.83,1.89,321,6.807,0.76,1020
1577977200,Mostly Cloudy,partly-cloudy-night,0,0,7.81,6.72,5.04,0.83,1.91,327,7.164,0.75,1020.3
1577980800,Mostly Cloudy,partly-cloudy-day,0.0148,0.06,7.69,6.72,4.55,0.81,1.77,332,7.313,0.77,1020.6
1577984400,Mostly Cloudy,partly-cloudy-day,0,0,8.72,8.05,5.29,0.79,1.63,339,7.163,0.76,1021.2
1577988000,Mostly Cloudy,partly-cloudy-day,0,0,9.88,9.46,6.62,0.8,1.56,328,7.536,0.77,1021.8
1577991600,Mostly Cloudy,partly-cloudy-day,0,0,11.17,11.17,6.8,0.74,1.73,323,8.067,0.76,1021.9
1577995200,Mostly Cloudy,partly-cloudy-day,0,0,13.24,13.24,7.02,0.66,1.81,307,15.702,0.67,1020.9
1577998800,Clear,clear-day,0,0,13.56,13.56,6.45,0.62,1.82,326,16.093,0.12,1019.9
1578002400,Clear,clear-day,0,0,15.74,15.74,5.62,0.51,1.91,339,16.093,0.1,1019.3
1578006000,Clear,clear-day,0,0,16.09,16.09,4.64,0.47,2.08,343,16.093,0.09,1019
1578009600,Clear,clear-day,0,0,16.03,16.03,4.27,0.46,1.89,310,16.093,0.06,1019.3
1578013200,Clear,clear-night,0,0,14.65,14.65,4.37,0.5,1.7,328,16.093,0.07,1019.7
1578016800,Clear,clear-night,0,0,12.67,12.67,4.05,0.56,1.66,0,16.093,0.09,1020
1578020400,Clear,clear-night,0,0,11.55,11.55,4.01,0.6,1.69,16,16.093,0.06,1020.4
1578024000,Clear,clear-night,0,0,10.65,10.65,3.6,0.62,1.72,29,16.093,0.06,1021
1578027600,Clear,clear-night,0,0,10.36,10.36,3.28,0.62,1.71,27,16.093,0.02,1021.6
1578031200,Clear,clear-night,0,0,9.78,9.13,2.8,0.62,1.77,30,16.093,0.03,1021.9
1578034800,Clear,clear-night,0,0,9.64,8.79,2.79,0.62,1.98,34,16.093,0.02,1022.1
1578038400,Clear,clear-night,0,0,9.25,7.86,2.34,0.62,2.61,32,16.093,0.03,1021.9
1578042000,Clear,clear-night,0,0,8.55,7.07,2.16,0.64,2.54,29,16.093,0.01,1021.6
1578045600,Clear,clear-night,0,0,8.73,7.28,2.1,0.63,2.55,28,16.093,0.02,1021.9
1578049200,Clear,clear-night,0,0,7.95,6.74,2.02,0.66,2.06,47,16.093,0.02,1022
1578052800,Clear,clear-night,0,0,8.03,6.81,1.86,0.65,2.11,28,16.093,0.02,1021.8
1578056400,Clear,clear-night,0,0,7.88,6.56,1.79,0.65,2.19,25,16.093,0.01,1021.8
1578060000,Clear,clear-night,0,0,6.77,5.55,1.43,0.69,1.87,31,16.087,0.01,1022.1
1578063600,Clear,clear-night,0,0,6.43,4.75,1.97,0.73,2.32,33,15.311,0.09,1022.5
1578067200,Clear,clear-day,0,0,5.96,4.13,1.28,0.72,2.39,38,14.294,0.19,1022.6
1578070800,Clear,clear-day,0,0,7.39,5.98,3.04,0.74,2.19,46,14.561,0.18,1023.6
1578074400,Clear,clear-day,0,0,9.59,8.58,4.69,0.71,2.17,57,15.204,0.19,1024.3
1578078000,Clear,clear-day,0,0,11.79,11.79,5.19,0.64,2.02,93,15.642,0.18,1024
1578081600,Clear,clear-day,0,0,13.31,13.31,5.72,0.6,2.08,163,15.938,0.17,1023.2
1578085200,Clear,clear-day,0,0,14.5,14.5,5.47,0.55,2.3,194,16.093,0.14,1022.6
1578088800,Clear,clear-day,0,0,15.37,15.37,5.77,0.53,2.19,216,16.093,0.14,1022.3
1578092400,Clear,clear-day,0,0,15.49,15.49,6.26,0.54,2.3,178,13.79,0.14,1022.5
1578096000,Clear,clear-day,0,0,15.12,15.12,7.15,0.59,2.24,146,11.475,0.16,1022.6
1578099600,Clear,clear-night,0,0,13.54,13.54,6.86,0.64,2.22,205,9.894,0.17,1022.8
1578103200,Clear,clear-night,0,0,11.8,11.8,5.98,0.68,1.88,216,10.685,0.08,1023
1578106800,Clear,clear-night,0,0,10.79,10.79,5.01,0.67,1.65,232,11.732,0.07,1023.4
1578110400,Clear,clear-night,0,0,10.27,10.27,5.09,0.7,1.94,202,10.483,0.07,1023.9
1578114000,Clear,clear-night,0,0,9.48,8.25,4.51,0.71,2.43,210,11.346,0.06,1024.1
1578117600,Clear,clear-night,0,0,9.38,8.14,4.6,0.72,2.43,208,11.151,0.07,1025.1
1578121200,,,,,8.88,7.56,3.98,0.71,2.42,221,10.255,0.05,1025.5
1578124800,Clear,clear-night,0,0,8.91,7.58,4.15,0.72,2.43,192,10.287,0.03,1025.4
1578128400,Clear,clear-night,0,0,9.1,7.64,3.81,0.69,2.68,203,10.574,0.02,1025.2
1578132000,Clear,clear-night,0,0,8.91,7.11,3.84,0.71,3.15,229,10.254,0.02,1025.6
1578135600,Clear,clear-night,0,0,8.45,6.86,3.69,0.72,2.69,231,9.888,0.02,1025.8
1578139200,Clear,clear-night,0,0,8.5,6.85,4.27,0.75,2.78,196,10.434,0.04,1025.6
1578142800,Mostly Cloudy,partly-cloudy-night,0,0,8.44,6.58,4.79,0.78,3.1,211,11.586,0.6,1026.4
1578146400,Overcast,cloudy,0.0297,0.08,9.13,7.57,5.46,0.78,2.83,221,12.021,0.99,1026.6
1578150000,Overcast,cloudy,0.051,0.11,9.36,7.65,6.6,0.83,3.16,217,13.069,0.97,1027.8
1578153600,Overcast,cloudy,0.0127,0.05,9.65,8.24,7.25,0.85,2.75,211,12.945,0.93,1028.4
1578157200,Overcast,cloudy,0.0226,0.09,10.22,10.22,7.87,0.85,1.33,254,15.526,0.94,1029.6
1578160800,Overcast,cloudy,0,0,11.1,11.1,8.48,0.84,1.62,259,16.093,0.96,1030.4
1578164400,Overcast,cloudy,0,0,12.26,12.26,8.66,0.79,1.7,260,16.093,0.91,1030.2
1578168000,Overcast,cloudy,0,0,13,13,8.83,0.76,1.81,291,16.093,0.9,1029.6
1578171600,Overcast,cloudy,0,0,13.33,13.33,8.7,0.74,2.26,296,16.093,0.89,1028.8
1578175200,Overcast,cloudy,0,0,13.12,13.12,8.06,0.71,2.64,294,16.093,0.92,1028.3
1578178800,Mostly Cloudy,partly-cloudy-day,0,0,13.17,13.17,8.19,0.72,2.81,282,16.093,0.87,1028.8
1578182400,Mostly Cloudy,partly-cloudy-day,0,0,12.88,12.88,7.67,0.71,2.04,282,16.093,0.79,1029
1578186000,Mostly Cloudy,partly-cloudy-night,0,0,11.82,11.82,7.4,0.74,1.46,285,16.093,0.64,1028.9
1578189600,Clear,clear-night,0,0,10.63,10.63,7.01,0.78,1.72,314,16.093,0.11,1029.1
1578193200,Clear,clear-night,0.0095,0.04,9.97,9.97,6.74,0.8,1.18,347,16.093,0.22,1029.4
1578196800,Partly Cloudy,partly-cloudy-night,0,0,9.29,9.29,6.08,0.8,1.18,314,16.093,0.52,1029.8
1578200400,Mostly Cloudy,partly-cloudy-night,0,0,9.07,9.07,6.12,0.82,1.26,249,16.093,0.72,1030
1578204000,Partly Cloudy,partly-cloudy-night,0,0,8.85,8.85,6.11,0.83,1.15,269,16.093,0.38,1030.5
1578207600,Clear,clear-night,0,0,8.72,8.72,5.92,0.83,1.26,265,16.093,0.06,1031
1578211200,Clear,clear-night,0,0,7.5,6.62,5.46,0.87,1.66,259,16.093,0.06,1031.3
1578214800,Clear,clear-night,0,0,6.87,5.77,4.67,0.86,1.77,258,14.629,0.07,1030.8
1578218400,Partly Cloudy,partly-cloudy-night,0,0,7.19,5.66,5.08,0.86,2.3,272,9.066,0.38,1031.9
1578222000,Partly Cloudy,partly-cloudy-night,0,0,6.72,4.95,4.6,0.86,2.49,297,13.673,0.35,1032.2
1578225600,Clear,clear-night,0.0099,0.04,6.45,4.94,4.03,0.85,2.12,291,13.673,0.02,1032.1
1578229200,Clear,clear-night,0,0,6.24,4.75,3.56,0.83,2.06,333,12.793,0.01,1032.6
1578232800,Clear,clear-night,0,0,5.38,3.8,2.52,0.82,2.01,350,11.954,0.03,1033.2
1578236400,Clear,clear-night,0,0,5.31,4.09,2.39,0.81,1.66,338,13.975,0.02,1033.9
1578240000,Clear,clear-day,0,0,5.58,4.52,2.47,0.8,1.57,296,16.093,0.03,1034.7
1578243600,Clear,clear-day,0,0,6.89,6.08,3.27,0.78,1.52,287,16.093,0.01,1035.3
1578247200,Clear,clear-day,0,0,9.06,8.31,3.74,0.69,1.76,292,16.093,0.01,1035.7
1578250800,Clear,clear-day,0,0,9.96,8.73,3.99,0.66,2.58,283,16.093,0.01,1035.7
1578254400,Clear,clear-day,0,0,11.21,11.21,3.42,0.59,2.88,279,16.093,0.02,1035.2
1578258000,Clear,clear-day,0,0,13.2,13.2,3.31,0.51,2.55,269,16.093,0.02,1034.3
1578261600,Clear,clear-day,0,0,13.98,13.98,3.53,0.49,2.68,285,16.093,0.02,1033.5
1578265200,Clear,clear-day,0,0,13.97,13.97,3.3,0.49,2.81,290,16.093,0.02,1033.4
1578268800,Clear,clear-day,0,0,12.5,12.5,3.69,0.55,2.34,287,16.093,0.02,1033
1578272400,Clear,clear-night,0,0,12.04,12.04,4.22,0.59,2.4,292,16.093,0.02,1033.2
1578276000,Clear,clear-night,0,0,10.49,10.49,4.8,0.68,2.16,308,16.093,0.02,1033.1
1578279600,Clear,clear-night,0,0,9.51,8.43,4.88,0.73,2.24,318,16.093,0.01,1033.5
1578283200,Clear,clear-night,0,0,8.86,7.75,4.83,0.76,2.14,329,16.093,0.03,1034
1578286800,Clear,clear-night,0,0,8.35,6.94,4.55,0.77,2.41,3,16.093,0.03,1034
1578290400,Clear,clear-night,0,0,7.43,5.93,4,0.79,2.3,356,16.093,0.04,1034.4
1578294000,Clear,clear-night,0,0,6.92,5.13,3.67,0.8,2.56,1,16.093,0.01,1034.3
1578297600,Clear,clear-night,0,0,6.41,4.5,2.65,0.77,2.59,357,16.093,0.02,1033.9
1578301200,Clear,clear-night,0,0,6.29,4.39,1.72,0.73,2.54,1,16.093,0.01,1033.5
1578304800,Clear,clear-night,0,0,6.06,4.33,1.55,0.73,2.29,358,16.093,0.01,1033.5
1578308400,Clear,clear-night,0,0,5.81,4.13,1.2,0.72,2.19,8,16.093,0.01,1033.6
1578312000,Clear,clear-night,0,0,5.32,3.61,0.75,0.72,2.13,14,16.093,0.01,1033.5
1578315600,Clear,clear-night,0,0,5.08,3.34,0.39,0.72,2.12,32,16.093,0.01,1033.5
1578319200,Clear,clear-night,0,0,4.93,2.87,0.55,0.73,2.44,43,16.093,0.01,1033.3
1578322800,Clear,clear-night,0,0,4.96,2.73,0.49,0.73,2.65,47,16.093,0,1033.3
1578326400,Clear,clear-day,0,0,5.05,3.08,0.58,0.73,2.36,45,16.093,0,1033.1
1578330000,Clear,clear-day,0,0,6.96,5.18,1.6,0.69,2.55,39,16.093,0,1033.5
1578333600,Clear,clear-day,0,0,9.39,7.46,2.33,0.61,3.58,34,16.093,0,1033.6
1578337200,Clear,clear-day,0,0,11.79,11.79,1.72,0.5,3.73,38,16.093,0,1032.7
1578340800,Clear,clear-day,0,0,12.53,12.53,1.54,0.47,3.77,39,16.093,0,1031.7
1578344400,Clear,clear-day,0,0,13.09,13.09,1.1,0.44,3.75,31,16.093,0,1030.8
1578348000,Clear,clear-day,0,0,13.72,13.72,0.98,0.42,3.44,31,16.093,0.01,1030.1
1578351600,Clear,clear-day,0,0,14.01,14.01,0.5,0.4,3.23,32,16.093,0.02,1029.8
1578355200,Clear,clear-day,0,0,13.46,13.46,-0.13,0.39,2.75,25,16.093,0.02,1029.5
1578358800,Clear,clear-night,0,0,12.54,12.54,0.64,0.44,2.63,15,16.093,0.02,1029
1578362400,Clear,clear-night,0,0,10.43,10.43,0.74,0.51,2.64,22,16.093,0,1029
1578366000,Clear,clear-night,0,0,9.48,8.29,0.58,0.54,2.38,24,16.093,0,1029
1578369600,Clear,clear-night,0,0,8.5,7.26,0.15,0.56,2.21,28,16.093,0,1028.7
1578373200,Clear,clear-night,0,0,8.42,7.05,0.17,0.56,2.37,28,16.093,0,1028.6
1578376800,Clear,clear-night,0,0,8.11,6.7,0.14,0.57,2.34,27,16.093,0,1028.3
1578380400,Clear,clear-night,0,0,7.58,6.39,-0.16,0.58,1.98,26,16.093,0.01,1027.8
1578384000,Clear,clear-night,0,0,7.26,6.13,-0.38,0.58,1.86,23,16.093,0.01,1027.1
1578387600,Clear,clear-night,0,0,6.9,5.66,-0.43,0.6,1.92,23,16.093,0.01,1026.5
1578391200,Clear,clear-night,0,0,6.46,5.07,-0.46,0.61,2,32,16.093,0.01,1026.3
1578394800,Clear,clear-night,0,0,5.9,4.35,-0.42,0.64,2.07,36,16.093,0.01,1026
1578398400,Clear,clear-night,0,0,6.04,4.95,-0.29,0.64,1.65,30,16.093,0.01,1025.6
1578402000,Clear,clear-night,0,0,5.52,4.22,-0.36,0.66,1.77,30,16.093,0.01,1025.1
1578405600,Clear,clear-night,0,0,4.48,3.34,0.04,0.73,1.51,37,16.093,0.04,1024.6
1578409200,Clear,clear-night,0,0,4.22,2.92,-0.04,0.74,1.6,37,15.183,0.06,1024.7
1578412800,Clear,clear-day,0,0,4.29,3.06,0.47,0.76,1.56,45,15.504,0.15,1024.5
1578416400,Clear,clear-day,0,0,5.9,5.9,1.42,0.73,1.25,60,15.458,0.13,1024.1
1578420000,Clear,clear-day,0,0,9.2,9.2,2.17,0.61,1.25,79,15.597,0.15,1023.7
1578423600,Clear,clear-day,0,0,9.35,8.84,2.72,0.63,1.56,293,15.964,0.16,1023
1578427200,Clear,clear-day,0,0,11.91,11.91,3.92,0.58,1.86,284,16,0.17,1022.1
1578430800,Clear,clear-day,0,0,13.21,13.21,4.2,0.54,1.87,236,16.093,0.16,1020.7
1578434400,Clear,clear-day,0,0,13.59,13.59,3.85,0.52,2.5,259,16.093,0.12,1019.8
1578438000,Clear,clear-day,0,0,12.41,12.41,4.68,0.59,3.11,254,16.093,0.09,1019.4
1578441600,Clear,clear-day,0,0,11.32,11.32,5.45,0.67,3.93,254,16.093,0.04,1019.8
1578445200,Clear,clear-night,0,0,10.73,10.73,5.49,0.7,4.14,254,16.093,0.09,1019.4
1578448800,Clear,clear-night,0,0,9.34,7.47,6.07,0.8,3.45,255,16.093,0.29,1019.9
1578452400,Mostly Cloudy,partly-cloudy-night,0,0,9.46,7.51,6.43,0.81,3.63,252,16.093,0.85,1020.3
1578456000,Overcast,cloudy,0,0,9.57,7.67,6.2,0.8,3.6,243,16.093,0.95,1020.6
1578459600,Overcast,cloudy,0,0,9.71,7.98,6.97,0.83,3.31,241,16.061,0.95,1020.8
1578463200,Overcast,cloudy,0,0,9.6,7.91,7.36,0.86,3.23,230,15.847,0.97,1020.8
1578466800,Overcast,cloudy,0.026,0.08,9.53,7.69,7.52,0.87,3.46,228,10.581,0.98,1020.8
1578470400,Overcast,cloudy,0.0597,0.12,9.6,8.17,7.7,0.88,2.78,225,15.991,0.99,1020.1
1578474000,Possible Drizzle,rain,0.142,0.36,9.74,8.48,7.85,0.88,2.55,237,16.093,0.99,1019.9
1578477600,Possible Drizzle,rain,0.1322,0.27,9.67,8.93,7.78,0.88,1.86,253,16.093,0.95,1020.1
1578481200,Mostly Cloudy,partly-cloudy-night,0.0372,0.1,9.18,8.2,7.32,0.88,2.05,234,16.093,0.82,1020
1578484800,Partly Cloudy,partly-cloudy-night,0.0163,0.06,8.77,7.84,6.93,0.88,1.91,242,10.785,0.52,1019.7
1578488400,Mostly Cloudy,partly-cloudy-night,0.0205,0.08,8.6,7.65,6.81,0.89,1.9,262,15.571,0.64,1019.9
1578492000,Mostly Cloudy,partly-cloudy-night,0,0,7.7,6.53,6.21,0.9,1.98,254,14.196,0.84,1020.1
1578495600,Mostly Cloudy,partly-cloudy-night,0,0,7.81,6.95,6.3,0.9,1.68,281,15.399,0.78,1020.7
1578499200,Mostly Cloudy,partly-cloudy-day,0,0,7.43,6.37,5.58,0.88,1.82,269,5.594,0.83,1020.8
1578502800,Mostly Cloudy,partly-cloudy-day,0,0,8.2,7.37,6.4,0.88,1.71,250,12.816,0.83,1021.1
1578506400,Mostly Cloudy,partly-cloudy-day,0,0,9.73,8.66,7.38,0.85,2.28,258,15.377,0.76,1021.5
1578510000,Overcast,cloudy,0,0,9.82,8.9,7.15,0.83,2.1,263,16.093,0.91,1020.9
1578513600,Overcast,cloudy,0,0,10.79,10.79,7.25,0.79,2.62,268,16.093,0.91,1020.2
1578517200,Mostly Cloudy,partly-cloudy-day,0,0,11.43,11.43,7.06,0.74,2.71,269,16.093,0.66,1019.4
1578520800,Mostly Cloudy,partly-cloudy-day,0,0,11.97,11.97,6.71,0.7,3.29,283,16.093,0.67,1019.1
1578524400,Clear,clear-day,0,0,11.89,11.89,6.28,0.69,3.06,277,16.093,0.28,1018.9
1578528000,Mostly Cloudy,partly-cloudy-day,0,0,11.13,11.13,5.73,0.69,3.39,264,16.093,0.76,1019.1
1578531600,Overcast,cloudy,0.0069,0.03,9.98,8.51,6.38,0.78,2.95,266,16.093,0.94,1019.4
1578535200,Overcast,cloudy,0,0,9.55,8.39,5.92,0.78,2.36,257,16.093,0.89,1019
1578538800,Mostly Cloudy,partly-cloudy-night,0.0057,0.02,9.26,7.89,5.83,0.79,2.59,247,16.093,0.68,1019
1578542400,Mostly Cloudy,partly-cloudy-night,0,0,9.18,7.76,6.1,0.81,2.63,258,16.093,0.78,1019.7
1578546000,Mostly Cloudy,partly-cloudy-night,0,0,9.23,7.79,5.98,0.8,2.68,263,16.093,0.79,1019.7
1578549600,Overcast,cloudy,0,0,9.04,7.81,5.95,0.81,2.32,235,16.093,0.99,1019.2
1578553200,Overcast,cloudy,0,0,8.82,7.34,5.49,0.8,2.62,229,16.093,0.98,1019
1578556800,Overcast,cloudy,0,0,8.94,7.72,6.14,0.83,2.29,225,16.093,0.98,1018.5
1578560400,Overcast,cloudy,0,0,8.89,7.53,6.23,0.83,2.46,212,16.093,0.96,1017.6
1578564000,Mostly Cloudy,partly-cloudy-night,0.0057,0.02,8.64,6.96,5.86,0.83,2.86,207,16.093,0.82,1018.1
1578567600,Mostly Cloudy,partly-cloudy-night,0,0,8.86,7.21,6.05,0.83,2.89,213,16.093,0.83,1017.6
1578571200,Overcast,cloudy,0.0072,0.07,8.84,6.9,5.97,0.82,3.37,201,16.037,0.99,1016.4
1578574800,Possible Drizzle,rain,0.1146,0.3,8.6,6.27,5.57,0.81,4.02,201,15.317,1,1014.8
1578578400,Rain,rain,3.0943,0.75,8.28,5.7,5.66,0.84,4.38,189,10.512,1,1014
1578582000,Rain,rain,1.0526,0.93,8.67,6.86,6.68,0.87,3.1,239,15.422,0.98,1014.5
1578585600,Light Rain,rain,0.8251,0.71,8.94,7.3,7.04,0.88,2.9,280,15.679,0.94,1014.8
1578589200,Possible Light Rain,rain,0.4922,0.59,9.37,7.78,7.4,0.88,2.95,294,16.093,0.93,1015.8
1578592800,Possible Drizzle,rain,0.1653,0.36,9.76,8.36,7.48,0.86,2.78,311,15.952,0.93,1016.5
1578596400,Mostly Cloudy,partly-cloudy-day,0.0441,0.04,9.84,8.17,7.24,0.84,3.27,337,16.093,0.79,1017
1578600000,Overcast,cloudy,0.0677,0.09,9.5,7.46,6.71,0.83,3.84,4,16.093,0.91,1017.4
1578603600,Overcast,cloudy,0.0203,0.03,9.01,6.86,6.49,0.84,3.85,15,13.571,0.91,1018.2
1578607200,Mostly Cloudy,partly-cloudy-day,0.0107,0.03,9.09,7.09,6.2,0.82,3.59,16,12.952,0.83,1019
1578610800,Overcast,cloudy,0.0057,0.02,8.96,7.03,6.08,0.82,3.41,13,11.028,0.95,1019.7
1578614400,Mostly Cloudy,partly-cloudy-day,0.018,0.07,9.17,7.38,5.96,0.8,3.24,23,16.093,0.69,1020
1578618000,Partly Cloudy,partly-cloudy-day,0,0,8.77,7.1,5.13,0.78,2.89,25,16.093,0.58,1020
1578621600,Clear,clear-night,0,0,7.79,6.31,4.74,0.81,2.37,29,16.093,0.16,1020.8
1578625200,Clear,clear-night,0,0,7.2,5.54,4.44,0.83,2.46,357,16.093,0.04,1021.4
1578628800,Clear,clear-night,0,0,6.71,5.22,4.2,0.84,2.15,347,16.093,0.02,1021.8
1578632400,Clear,clear-night,0,0,6.61,5.45,3.38,0.8,1.79,331,16.093,0.01,1022.4
1578636000,Clear,clear-night,0,0,6.37,5.29,2.9,0.79,1.68,285,15.677,0.02,1022.7
1578639600,Clear,clear-night,0,0,6.2,4.79,2.55,0.77,1.97,287,15.677,0,1023.4
1578643200,Clear,clear-night,0,0,6.01,4.54,1.87,0.75,2.01,314,15.677,0,1023.8
1578646800,Clear,clear-night,0,0,5.95,4.26,1.41,0.73,2.23,6,16.093,0.01,1023.7
1578650400,Clear,clear-night,0,0,5.7,4.1,0.97,0.72,2.09,3,16.093,0.02,1024.1
1578654000,Clear,clear-night,0,0,5.45,4.16,0.81,0.72,1.75,32,14.754,0.02,1024.5
1578657600,Clear,clear-night,0,0,5.13,3.87,0.64,0.73,1.68,40,14.754,0.02,1025.1
1578661200,Clear,clear-night,0,0,4.91,3.76,0.32,0.72,1.57,57,15.677,0.02,1025.4
1578664800,Clear,clear-night,0,0,4,2.57,0.1,0.76,1.69,47,10.157,0.02,1025.9
1578668400,Clear,clear-night,0,0,4.44,3.2,-0.28,0.71,1.58,59,12.741,0.03,1026.4
1578672000,,,,,4.68,3.62,-0.32,0.7,1.47,52,,0.49,1026.8
1578675600,Partly Cloudy,partly-cloudy-day,0,0,5.43,5.43,0.81,0.72,1.27,45,7.966,0.5,1027.2
1578679200,Clear,clear-day,0,0,8.21,8.21,2.26,0.66,1.3,32,16.093,0.31,1027.7
