,timestamp,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,load,datetime,dst
0,1577779200,Clear,clear-night,0.0,0.0,8.84,7.42,3.32,0.68,2.54,353,16.093,0.0,1020.0,,,
1,1577782800,Clear,clear-night,0.0,0.0,8.6,6.9,3.2,0.69,2.89,3,16.093,0.01,1019.9,,,
2,1577786400,Clear,clear-night,0.0,0.0,8.53,6.75,2.89,0.68,2.99,11,16.093,0.01,1020.4,,,
3,1577790000,Clear,clear-night,0.0,0.0,8.67,7.16,2.56,0.65,2.62,16,16.093,0.0,1020.6,,,
4,1577793600,Clear,clear-night,0.0,0.0,8.58,7.03,2.19,0.64,2.67,20,16.093,0.0,1020.4,,,
5,1577797200,Clear,clear-night,0.0,0.0,8.48,7.04,2.09,0.64,2.47,1,16.093,0.0,1020.5,,,
6,1577800800,Clear,clear-night,0.0,0.0,8.28,6.57,1.5,0.62,2.81,19,16.093,0.01,1020.7,,,
7,1577804400,Clear,clear-night,0.0,0.0,7.86,6.11,1.68,0.65,2.74,13,16.093,0.04,1021.1,,,
8,1577808000,Clear,clear-day,0.0,0.0,7.39,5.9,1.72,0.67,2.29,14,16.093,0.07,1021.5,,,
9,1577811600,Clear,clear-day,0.0067,0.03,9.65,8.39,2.25,0.6,2.52,17,16.093,0.09,1021.6,,,
10,1577815200,Clear,clear-day,0.0,0.0,12.04,12.04,3.11,0.54,2.49,19,16.093,0.09,1021.8,,,
11,1577818800,Clear,clear-day,0.0,0.0,13.5,13.5,2.87,0.49,3.02,355,16.093,0.11,1021.5,,,
12,1577822400,Clear,clear-day,0.0,0.0,14.7,14.7,2.53,0.44,3.02,356,16.093,0.11,1020.8,,,
13,1577826000,Clear,clear-day,0.0,0.0,15.29,15.29,2.91,0.43,2.72,339,16.093,0.13,1020.6,,,
14,1577829600,Clear,clear-day,0.0,0.0,15.83,15.83,2.98,0.42,2.05,331,16.093,0.15,1020.3,,,
15,1577833200,Clear,clear-day,0.0,0.0,15.82,15.82,3.46,0.44,1.74,17,16.093,0.09,1020.0,,,
16,1577836800,Clear,clear-day,0.0,0.0,15.57,15.57,3.52,0.45,1.5,85,16.093,0.11,1019.7,,,
17,1577840400,Clear,clear-night,0.0,0.0,14.28,14.28,3.89,0.5,1.39,267,16.093,0.12,1019.7,,,
18,1577844000,Clear,clear-night,0.0,0.0,11.99,11.99,3.17,0.55,1.47,297,16.093,0.1,1020.2,,,
19,1577847600,Clear,clear-night,0.0,0.0,10.9,10.9,3.07,0.58,1.66,322,16.093,0.1,1019.9,,,
20,1577851200,Clear,clear-night,0.0,0.0,10.46,10.46,3.1,0.6,1.56,296,16.093,0.07,1020.5,,,
21,1577854800,Clear,clear-night,0.0,0.0,10.22,10.22,2.71,0.6,1.77,277,16.093,0.1,1020.7,,,
22,1577858400,Clear,clear-night,0.0,0.0,9.95,9.52,3.17,0.63,1.57,291,16.037,0.09,1021.6,,,
23,1577862000,Clear,clear-night,0.0,0.0,9.4,8.75,2.43,0.62,1.72,109,16.093,0.07,1020.9,,,
24,1577865600,Clear,clear-night,0.0,0.0,9.1,8.49,2.43,0.63,1.63,276,16.093,0.05,1020.3,,,
25,1577869200,Clear,clear-night,0.0,0.0,8.88,8.13,3.46,0.69,1.74,283,15.693,0.15,1021.7,906.6564,2020-01-01 01:00,N
26,1577872800,Clear,clear-night,0.0,0.0,8.3,7.66,3.02,0.69,1.54,307,15.549000000000001,0.03,1021.5,871.6684000000001,2020-01-01 02:00,N
27,1577876400,Clear,clear-night,0.0,0.0,8.38,7.44,3.49,0.71,1.86,96,15.128,0.04,1020.8,862.6644,2020-01-01 03:00,N
28,1577880000,Clear,clear-night,0.0,0.0,8.47,7.89,3.81,0.72,1.51,37,16.093,0.19,1021.0,895.2891999999999,2020-01-01 04:00,N
29,1577883600,Clear,clear-night,0.0,0.0,8.59,7.84,3.8,0.72,1.69,277,16.093,0.16,1020.2,928.4843999999999,2020-01-01 05:00,N
30,1577887200,Clear,clear-night,0.0,0.0,8.65,7.98,3.96,0.72,1.61,264,16.093,0.08,1020.2,989.2888,2020-01-01 06:00,N
31,1577890800,Clear,clear-night,0.0,0.0,8.57,8.1,4.43,0.75,1.42,265,16.093,0.22,1021.5,1244.2928000000002,2020-01-01 07:00,N
32,1577894400,Clear,clear-day,0.0,0.0,8.7,7.63,4.98,0.77,2.06,208,15.46,0.3,1020.9,1096.7004000000002,2020-01-01 08:00,N
33,1577898000,Partly Cloudy,partly-cloudy-day,0.0,0.0,9.87,8.88,5.99,0.77,2.2,234,16.093,0.32,1020.9,999.2892000000002,2020-01-01 09:00,N
34,1577901600,Clear,clear-day,0.0,0.0,11.54,11.54,7.4,0.76,2.88,255,15.925,0.27,1021.4,948.3999999999999,2020-01-01 10:00,N
35,1577905200,Partly Cloudy,partly-cloudy-day,0.0,0.0,12.65,12.65,8.77,0.77,2.61,250,16.093,0.41,1021.5,911.3168,2020-01-01 11:00,N
36,1577908800,Partly Cloudy,partly-cloudy-day,0.0,0.0,13.18,13.18,9.76,0.8,2.99,255,16.093,0.4,1021.2,913.9907999999999,2020-01-01 12:00,N
37,1577912400,Clear,clear-day,0.0,0.0,14.22,14.22,10.36,0.78,2.85,250,16.093,0.28,1020.0,936.064,2020-01-01 13:00,N
38,1577916000,Clear,clear-day,0.0,0.0,14.63,14.63,10.23,0.75,3.76,265,16.093,0.27,1020.1,920.396,2020-01-01 14:00,N
39,1577919600,Clear,clear-day,0.0,0.0,14.33,14.33,10.64,0.78,3.32,256,16.093,0.27,1019.2,972.8303999999999,2020-01-01 15:00,N
40,1577923200,Clear,clear-day,0.0,0.0,13.75,13.75,10.68,0.82,2.79,281,16.093,0.3,1019.2,924.9676000000001,2020-01-01 16:00,N
41,1577926800,Clear,clear-night,0.0,0.0,13.21,13.21,10.57,0.84,2.14,280,16.093,0.26,1018.7,968.3916,2020-01-01 17:00,N
42,1577930400,Clear,clear-night,0.0,0.0,12.63,12.63,10.38,0.86,2.28,286,16.093,0.3,1019.2,940.6711999999999,2020-01-01 18:00,N
43,1577934000,Clear,clear-night,0.0,0.0,12.0,12.0,9.7,0.86,2.4,255,16.093,0.19,1018.9,857.136,2020-01-01 19:00,N
44,1577937600,Clear,clear-night,0.0,0.0,11.84,11.84,9.47,0.85,2.36,274,16.093,0.22,1018.9,837.7919999999999,2020-01-01 20:00,N
45,1577941200,Partly Cloudy,partly-cloudy-night,0.0,0.0,11.65,11.65,9.61,0.87,2.18,286,11.947000000000001,0.33,1019.4,839.9292,2020-01-01 21:00,N
46,1577944800,Partly Cloudy,partly-cloudy-night,0.0,0.0,11.37,11.37,9.39,0.88,2.29,261,7.614,0.39,1019.2,862.3604,2020-01-01 22:00,N
47,1577948400,Partly Cloudy,partly-cloudy-night,0.0,0.0,11.1,11.1,9.0,0.87,2.33,275,6.308,0.57,1020.1,857.528,2020-01-01 23:00,N
48,1577952000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.46,10.46,8.14,0.86,2.33,279,7.059,0.75,1020.0,840.0995999999999,2020-01-02 00:00,N
49,1577955600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.16,10.16,7.76,0.85,2.32,291,5.49,0.83,1019.3,856.8404,2020-01-02 01:00,N
50,1577959200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.83,8.68,7.34,0.85,2.4,312,5.1160000000000005,0.82,1019.4,823.532,2020-01-02 02:00,N
51,1577962800,Overcast,cloudy,0.0148,0.06,8.97,7.84,6.66,0.85,2.18,323,4.978,0.89,1019.8,831.6524,2020-01-02 03:00,N
52,1577966400,Overcast,cloudy,0.0,0.0,8.99,8.09,6.32,0.83,1.92,8,5.847,0.89,1019.6,851.2444,2020-01-02 04:00,N
53,1577970000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.91,8.12,6.08,0.82,1.78,3,6.904,0.77,1019.7,871.0240000000001,2020-01-02 05:00,N
54,1577973600,Mostly Cloudy,partly-cloudy-night,0.044000000000000004,0.17,7.95,6.91,5.19,0.83,1.89,321,6.807,0.76,1020.0,969.9816,2020-01-02 06:00,N
55,1577977200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,7.81,6.72,5.04,0.83,1.91,327,7.164,0.75,1020.3,1166.9759999999999,2020-01-02 07:00,N
56,1577980800,Mostly Cloudy,partly-cloudy-day,0.0148,0.06,7.69,6.72,4.55,0.81,1.77,332,7.313,0.77,1020.6,1181.3999999999999,2020-01-02 08:00,N
57,1577984400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,8.72,8.05,5.29,0.79,1.63,339,7.162999999999999,0.76,1021.2,1192.288,2020-01-02 09:00,N
58,1577988000,Mostly Cloudy,partly-cloudy-day,0.0,0.0,9.88,9.46,6.62,0.8,1.56,328,7.5360000000000005,0.77,1021.8,1132.0484000000001,2020-01-02 10:00,N
59,1577991600,Mostly Cloudy,partly-cloudy-day,0.0,0.0,11.17,11.17,6.8,0.74,1.73,323,8.067,0.76,1021.9,1092.1840000000002,2020-01-02 11:00,N
60,1577995200,Mostly Cloudy,partly-cloudy-day,0.0,0.0,13.24,13.24,7.02,0.66,1.81,307,15.702,0.67,1020.9,1052.0919999999999,2020-01-02 12:00,N
61,1577998800,Clear,clear-day,0.0,0.0,13.56,13.56,6.45,0.62,1.82,326,16.093,0.12,1019.9,1066.4915999999998,2020-01-02 13:00,N
62,1578002400,Clear,clear-day,0.0,0.0,15.74,15.74,5.62,0.51,1.91,339,16.093,0.1,1019.3,1131.3356,2020-01-02 14:00,N
63,1578006000,Clear,clear-day,0.0,0.0,16.09,16.09,4.64,0.47,2.08,343,16.093,0.09,1019.0,1094.7676000000001,2020-01-02 15:00,N
64,1578009600,Clear,clear-day,0.0,0.0,16.03,16.03,4.27,0.46,1.89,310,16.093,0.06,1019.3,1052.2156,2020-01-02 16:00,N
65,1578013200,Clear,clear-night,0.0,0.0,14.65,14.65,4.37,0.5,1.7,328,16.093,0.07,1019.7,998.9956000000001,2020-01-02 17:00,N
66,1578016800,Clear,clear-night,0.0,0.0,12.67,12.67,4.05,0.56,1.66,0,16.093,0.09,1020.0,977.0412,2020-01-02 18:00,N
67,1578020400,Clear,clear-night,0.0,0.0,11.55,11.55,4.01,0.6,1.69,16,16.093,0.06,1020.4,895.3956,2020-01-02 19:00,N
68,1578024000,Clear,clear-night,0.0,0.0,10.65,10.65,3.6,0.62,1.72,29,16.093,0.06,1021.0,910.3716000000001,2020-01-02 20:00,N
69,1578027600,Clear,clear-night,0.0,0.0,10.36,10.36,3.28,0.62,1.71,27,16.093,0.02,1021.6,876.0088,2020-01-02 21:00,N
70,1578031200,Clear,clear-night,0.0,0.0,9.78,9.13,2.8,0.62,1.77,30,16.093,0.03,1021.9,879.8875999999999,2020-01-02 22:00,N
71,1578034800,Clear,clear-night,0.0,0.0,9.64,8.79,2.79,0.62,1.98,34,16.093,0.02,1022.1,909.2396,2020-01-02 23:00,N
72,1578038400,Clear,clear-night,0.0,0.0,9.25,7.86,2.34,0.62,2.61,32,16.093,0.03,1021.9,895.7588000000001,2020-01-03 00:00,N
73,1578042000,Clear,clear-night,0.0,0.0,8.55,7.07,2.16,0.64,2.54,29,16.093,0.01,1021.6,890.4519999999999,2020-01-03 01:00,N
74,1578045600,Clear,clear-night,0.0,0.0,8.73,7.28,2.1,0.63,2.55,28,16.093,0.02,1021.9,897.2959999999999,2020-01-03 02:00,N
75,1578049200,Clear,clear-night,0.0,0.0,7.95,6.74,2.02,0.66,2.06,47,16.093,0.02,1022.0,899.5884,2020-01-03 03:00,N
76,1578052800,Clear,clear-night,0.0,0.0,8.03,6.81,1.86,0.65,2.11,28,16.093,0.02,1021.8,921.8604,2020-01-03 04:00,N
77,1578056400,Clear,clear-night,0.0,0.0,7.88,6.56,1.79,0.65,2.19,25,16.093,0.01,1021.8,1017.7051999999999,2020-01-03 05:00,N
78,1578060000,Clear,clear-night,0.0,0.0,6.77,5.55,1.43,0.69,1.87,31,16.087,0.01,1022.1,1080.1324,2020-01-03 06:00,N
79,1578063600,Clear,clear-night,0.0,0.0,6.43,4.75,1.97,0.73,2.32,33,15.311,0.09,1022.5,1353.6608,2020-01-03 07:00,N
80,1578067200,Clear,clear-day,0.0,0.0,5.96,4.13,1.28,0.72,2.39,38,14.294,0.19,1022.6,1305.9848,2020-01-03 08:00,N
81,1578070800,Clear,clear-day,0.0,0.0,7.39,5.98,3.04,0.74,2.19,46,14.561,0.18,1023.6,1261.5324,2020-01-03 09:00,N
82,1578074400,Clear,clear-day,0.0,0.0,9.59,8.58,4.69,0.71,2.17,57,15.204,0.19,1024.3,1224.4335999999998,2020-01-03 10:00,N
83,1578078000,Clear,clear-day,0.0,0.0,11.79,11.79,5.19,0.64,2.02,93,15.642000000000001,0.18,1024.0,1181.5524,2020-01-03 11:00,N
84,1578081600,Clear,clear-day,0.0,0.0,13.31,13.31,5.72,0.6,2.08,163,15.937999999999999,0.17,1023.2,1115.2164000000002,2020-01-03 12:00,N
85,1578085200,Clear,clear-day,0.0,0.0,14.5,14.5,5.47,0.55,2.3,194,16.093,0.14,1022.6,1139.6924000000001,2020-01-03 13:00,N
86,1578088800,Clear,clear-day,0.0,0.0,15.37,15.37,5.77,0.53,2.19,216,16.093,0.14,1022.3,1187.916,2020-01-03 14:00,N
87,1578092400,Clear,clear-day,0.0,0.0,15.49,15.49,6.26,0.54,2.3,178,13.79,0.14,1022.5,1159.892,2020-01-03 15:00,N
88,1578096000,Clear,clear-day,0.0,0.0,15.12,15.12,7.15,0.59,2.24,146,11.475,0.16,1022.6,1110.7684000000002,2020-01-03 16:00,N
89,1578099600,Clear,clear-night,0.0,0.0,13.54,13.54,6.86,0.64,2.22,205,9.894,0.17,1022.8,1097.5272000000002,2020-01-03 17:00,N
90,1578103200,Clear,clear-night,0.0,0.0,11.8,11.8,5.98,0.68,1.88,216,10.685,0.08,1023.0,1037.9876,2020-01-03 18:00,N
91,1578106800,Clear,clear-night,0.0,0.0,10.79,10.79,5.01,0.67,1.65,232,11.732000000000001,0.07,1023.4,956.622,2020-01-03 19:00,N
92,1578110400,Clear,clear-night,0.0,0.0,10.27,10.27,5.09,0.7,1.94,202,10.482999999999999,0.07,1023.9,922.7911999999999,2020-01-03 20:00,N
93,1578114000,Clear,clear-night,0.0,0.0,9.48,8.25,4.51,0.71,2.43,210,11.345999999999998,0.06,1024.1,903.7755999999999,2020-01-03 21:00,N
94,1578117600,Clear,clear-night,0.0,0.0,9.38,8.14,4.6,0.72,2.43,208,11.151,0.07,1025.1,897.2032,2020-01-03 22:00,N
95,1578121200,,,,,8.88,7.56,3.98,0.71,2.42,221,10.255,0.05,1025.5,897.3595999999999,2020-01-03 23:00,N
96,1578124800,Clear,clear-night,0.0,0.0,8.91,7.58,4.15,0.72,2.43,192,10.287,0.03,1025.4,888.6924,2020-01-04 00:00,N
97,1578128400,Clear,clear-night,0.0,0.0,9.1,7.64,3.81,0.69,2.68,203,10.574000000000002,0.02,1025.2,905.8403999999999,2020-01-04 01:00,N
98,1578132000,Clear,clear-night,0.0,0.0,8.91,7.11,3.84,0.71,3.15,229,10.254000000000001,0.02,1025.6,926.6648,2020-01-04 02:00,N
99,1578135600,Clear,clear-night,0.0,0.0,8.45,6.86,3.69,0.72,2.69,231,9.888,0.02,1025.8,927.1988,2020-01-04 03:00,N
100,1578139200,Clear,clear-night,0.0,0.0,8.5,6.85,4.27,0.75,2.78,196,10.434000000000001,0.04,1025.6,972.5007999999999,2020-01-04 04:00,N
101,1578142800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.44,6.58,4.79,0.78,3.1,211,11.585999999999999,0.6,1026.4,1027.8444,2020-01-04 05:00,N
102,1578146400,Overcast,cloudy,0.0297,0.08,9.13,7.57,5.46,0.78,2.83,221,12.020999999999999,0.99,1026.6,992.2316000000001,2020-01-04 06:00,N
103,1578150000,Overcast,cloudy,0.051,0.11,9.36,7.65,6.6,0.83,3.16,217,13.069,0.97,1027.8,1164.5124,2020-01-04 07:00,N
104,1578153600,Overcast,cloudy,0.0127,0.05,9.65,8.24,7.25,0.85,2.75,211,12.945,0.93,1028.4,1109.9004000000002,2020-01-04 08:00,N
105,1578157200,Overcast,cloudy,0.0226,0.09,10.22,10.22,7.87,0.85,1.33,254,15.526,0.94,1029.6,1070.464,2020-01-04 09:00,N
106,1578160800,Overcast,cloudy,0.0,0.0,11.1,11.1,8.48,0.84,1.62,259,16.093,0.96,1030.4,1068.6200000000001,2020-01-04 10:00,N
107,1578164400,Overcast,cloudy,0.0,0.0,12.26,12.26,8.66,0.79,1.7,260,16.093,0.91,1030.2,1011.2924,2020-01-04 11:00,N
108,1578168000,Overcast,cloudy,0.0,0.0,13.0,13.0,8.83,0.76,1.81,291,16.093,0.9,1029.6,1008.1475999999999,2020-01-04 12:00,N
109,1578171600,Overcast,cloudy,0.0,0.0,13.33,13.33,8.7,0.74,2.26,296,16.093,0.89,1028.8,1000.4115999999999,2020-01-04 13:00,N
110,1578175200,Overcast,cloudy,0.0,0.0,13.12,13.12,8.06,0.71,2.64,294,16.093,0.92,1028.3,990.3032000000001,2020-01-04 14:00,N
111,1578178800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,13.17,13.17,8.19,0.72,2.81,282,16.093,0.87,1028.8,1000.768,2020-01-04 15:00,N
112,1578182400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,12.88,12.88,7.67,0.71,2.04,282,16.093,0.79,1029.0,991.34,2020-01-04 16:00,N
113,1578186000,Mostly Cloudy,partly-cloudy-night,0.0,0.0,11.82,11.82,7.4,0.74,1.46,285,16.093,0.64,1028.9,1012.0112000000001,2020-01-04 17:00,N
114,1578189600,Clear,clear-night,0.0,0.0,10.63,10.63,7.01,0.78,1.72,314,16.093,0.11,1029.1,1025.6860000000001,2020-01-04 18:00,N
115,1578193200,Clear,clear-night,0.0095,0.04,9.97,9.97,6.74,0.8,1.18,347,16.093,0.22,1029.4,982.1596,2020-01-04 19:00,N
116,1578196800,Partly Cloudy,partly-cloudy-night,0.0,0.0,9.29,9.29,6.08,0.8,1.18,314,16.093,0.52,1029.8,966.42,2020-01-04 20:00,N
117,1578200400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.07,9.07,6.12,0.82,1.26,249,16.093,0.72,1030.0,954.492,2020-01-04 21:00,N
118,1578204000,Partly Cloudy,partly-cloudy-night,0.0,0.0,8.85,8.85,6.11,0.83,1.15,269,16.093,0.38,1030.5,954.3876,2020-01-04 22:00,N
119,1578207600,Clear,clear-night,0.0,0.0,8.72,8.72,5.92,0.83,1.26,265,16.093,0.06,1031.0,934.246,2020-01-04 23:00,N
120,1578211200,Clear,clear-night,0.0,0.0,7.5,6.62,5.46,0.87,1.66,259,16.093,0.06,1031.3,942.7120000000001,2020-01-05 00:00,N
121,1578214800,Clear,clear-night,0.0,0.0,6.87,5.77,4.67,0.86,1.77,258,14.629000000000001,0.07,1030.8,926.4004,2020-01-05 01:00,N
122,1578218400,Partly Cloudy,partly-cloudy-night,0.0,0.0,7.19,5.66,5.08,0.86,2.3,272,9.066,0.38,1031.9,951.0612000000001,2020-01-05 02:00,N
123,1578222000,Partly Cloudy,partly-cloudy-night,0.0,0.0,6.72,4.95,4.6,0.86,2.49,297,13.673,0.35,1032.2,975.1048000000001,2020-01-05 03:00,N
124,1578225600,Clear,clear-night,0.0099,0.04,6.45,4.94,4.03,0.85,2.12,291,13.673,0.02,1032.1,1003.7084,2020-01-05 04:00,N
125,1578229200,Clear,clear-night,0.0,0.0,6.24,4.75,3.56,0.83,2.06,333,12.793,0.01,1032.6,1123.8124000000003,2020-01-05 05:00,N
126,1578232800,Clear,clear-night,0.0,0.0,5.38,3.8,2.52,0.82,2.01,350,11.954,0.03,1033.2,1111.2124,2020-01-05 06:00,N
127,1578236400,Clear,clear-night,0.0,0.0,5.31,4.09,2.39,0.81,1.66,338,13.975,0.02,1033.9,1322.9479999999999,2020-01-05 07:00,N
128,1578240000,Clear,clear-day,0.0,0.0,5.58,4.52,2.47,0.8,1.57,296,16.093,0.03,1034.7,1241.6680000000001,2020-01-05 08:00,N
129,1578243600,Clear,clear-day,0.0,0.0,6.89,6.08,3.27,0.78,1.52,287,16.093,0.01,1035.3,1163.6324,2020-01-05 09:00,N
130,1578247200,Clear,clear-day,0.0,0.0,9.06,8.31,3.74,0.69,1.76,292,16.093,0.01,1035.7,1100.7368000000001,2020-01-05 10:00,N
131,1578250800,Clear,clear-day,0.0,0.0,9.96,8.73,3.99,0.66,2.58,283,16.093,0.01,1035.7,1020.912,2020-01-05 11:00,N
132,1578254400,Clear,clear-day,0.0,0.0,11.21,11.21,3.42,0.59,2.88,279,16.093,0.02,1035.2,1020.3868,2020-01-05 12:00,N
133,1578258000,Clear,clear-day,0.0,0.0,13.2,13.2,3.31,0.51,2.55,269,16.093,0.02,1034.3,987.9044000000001,2020-01-05 13:00,N
134,1578261600,Clear,clear-day,0.0,0.0,13.98,13.98,3.53,0.49,2.68,285,16.093,0.02,1033.5,1035.2888,2020-01-05 14:00,N
135,1578265200,Clear,clear-day,0.0,0.0,13.97,13.97,3.3,0.49,2.81,290,16.093,0.02,1033.4,1022.2719999999999,2020-01-05 15:00,N
136,1578268800,Clear,clear-day,0.0,0.0,12.5,12.5,3.69,0.55,2.34,287,16.093,0.02,1033.0,1053.9792,2020-01-05 16:00,N
137,1578272400,Clear,clear-night,0.0,0.0,12.04,12.04,4.22,0.59,2.4,292,16.093,0.02,1033.2,1034.6992,2020-01-05 17:00,N
138,1578276000,Clear,clear-night,0.0,0.0,10.49,10.49,4.8,0.68,2.16,308,16.093,0.02,1033.1,1019.9555999999999,2020-01-05 18:00,N
139,1578279600,Clear,clear-night,0.0,0.0,9.51,8.43,4.88,0.73,2.24,318,16.093,0.01,1033.5,971.6628000000001,2020-01-05 19:00,N
140,1578283200,Clear,clear-night,0.0,0.0,8.86,7.75,4.83,0.76,2.14,329,16.093,0.03,1034.0,939.524,2020-01-05 20:00,N
141,1578286800,Clear,clear-night,0.0,0.0,8.35,6.94,4.55,0.77,2.41,3,16.093,0.03,1034.0,953.5239999999999,2020-01-05 21:00,N
142,1578290400,Clear,clear-night,0.0,0.0,7.43,5.93,4.0,0.79,2.3,356,16.093,0.04,1034.4,969.348,2020-01-05 22:00,N
143,1578294000,Clear,clear-night,0.0,0.0,6.92,5.13,3.67,0.8,2.56,1,16.093,0.01,1034.3,951.1116,2020-01-05 23:00,N
144,1578297600,Clear,clear-night,0.0,0.0,6.41,4.5,2.65,0.77,2.59,357,16.093,0.02,1033.9,970.5611999999999,2020-01-06 00:00,N
145,1578301200,Clear,clear-night,0.0,0.0,6.29,4.39,1.72,0.73,2.54,1,16.093,0.01,1033.5,979.9123999999999,2020-01-06 01:00,N
146,1578304800,Clear,clear-night,0.0,0.0,6.06,4.33,1.55,0.73,2.29,358,16.093,0.01,1033.5,984.9404,2020-01-06 02:00,N
147,1578308400,Clear,clear-night,0.0,0.0,5.81,4.13,1.2,0.72,2.19,8,16.093,0.01,1033.6,1006.2840000000001,2020-01-06 03:00,N
148,1578312000,Clear,clear-night,0.0,0.0,5.32,3.61,0.75,0.72,2.13,14,16.093,0.01,1033.5,983.4567999999999,2020-01-06 04:00,N
149,1578315600,Clear,clear-night,0.0,0.0,5.08,3.34,0.39,0.72,2.12,32,16.093,0.01,1033.5,1154.1372,2020-01-06 05:00,N
150,1578319200,Clear,clear-night,0.0,0.0,4.93,2.87,0.55,0.73,2.44,43,16.093,0.01,1033.3,1208.6608,2020-01-06 06:00,N
151,1578322800,Clear,clear-night,0.0,0.0,4.96,2.73,0.49,0.73,2.65,47,16.093,0.0,1033.3,1502.7088,2020-01-06 07:00,N
152,1578326400,Clear,clear-day,0.0,0.0,5.05,3.08,0.58,0.73,2.36,45,16.093,0.0,1033.1,1435.7568,2020-01-06 08:00,N
153,1578330000,Clear,clear-day,0.0,0.0,6.96,5.18,1.6,0.69,2.55,39,16.093,0.0,1033.5,1373.538,2020-01-06 09:00,N
154,1578333600,Clear,clear-day,0.0,0.0,9.39,7.46,2.33,0.61,3.58,34,16.093,0.0,1033.6,1407.8484000000003,2020-01-06 10:00,N
155,1578337200,Clear,clear-day,0.0,0.0,11.79,11.79,1.72,0.5,3.73,38,16.093,0.0,1032.7,1277.7764,2020-01-06 11:00,N
156,1578340800,Clear,clear-day,0.0,0.0,12.53,12.53,1.54,0.47,3.77,39,16.093,0.0,1031.7,1280.568,2020-01-06 12:00,N
157,1578344400,Clear,clear-day,0.0,0.0,13.09,13.09,1.1,0.44,3.75,31,16.093,0.0,1030.8,1238.7572,2020-01-06 13:00,N
158,1578348000,Clear,clear-day,0.0,0.0,13.72,13.72,0.98,0.42,3.44,31,16.093,0.01,1030.1,1201.6163999999999,2020-01-06 14:00,N
159,1578351600,Clear,clear-day,0.0,0.0,14.01,14.01,0.5,0.4,3.23,32,16.093,0.02,1029.8,1217.6844,2020-01-06 15:00,N
160,1578355200,Clear,clear-day,0.0,0.0,13.46,13.46,-0.13,0.39,2.75,25,16.093,0.02,1029.5,1158.56,2020-01-06 16:00,N
161,1578358800,Clear,clear-night,0.0,0.0,12.54,12.54,0.64,0.44,2.63,15,16.093,0.02,1029.0,1084.9636,2020-01-06 17:00,N
162,1578362400,Clear,clear-night,0.0,0.0,10.43,10.43,0.74,0.51,2.64,22,16.093,0.0,1029.0,1061.6511999999998,2020-01-06 18:00,N
163,1578366000,Clear,clear-night,0.0,0.0,9.48,8.29,0.58,0.54,2.38,24,16.093,0.0,1029.0,1036.5516,2020-01-06 19:00,N
164,1578369600,Clear,clear-night,0.0,0.0,8.5,7.26,0.15,0.56,2.21,28,16.093,0.0,1028.7,1028.2432,2020-01-06 20:00,N
165,1578373200,Clear,clear-night,0.0,0.0,8.42,7.05,0.17,0.56,2.37,28,16.093,0.0,1028.6,1011.1080000000001,2020-01-06 21:00,N
166,1578376800,Clear,clear-night,0.0,0.0,8.11,6.7,0.14,0.57,2.34,27,16.093,0.0,1028.3,1000.2624,2020-01-06 22:00,N
167,1578380400,Clear,clear-night,0.0,0.0,7.58,6.39,-0.16,0.58,1.98,26,16.093,0.01,1027.8,1023.2676,2020-01-06 23:00,N
168,1578384000,Clear,clear-night,0.0,0.0,7.26,6.13,-0.38,0.58,1.86,23,16.093,0.01,1027.1,1026.7884,2020-01-07 00:00,N
169,1578387600,Clear,clear-night,0.0,0.0,6.9,5.66,-0.43,0.6,1.92,23,16.093,0.01,1026.5,1020.106,2020-01-07 01:00,N
170,1578391200,Clear,clear-night,0.0,0.0,6.46,5.07,-0.46,0.61,2.0,32,16.093,0.01,1026.3,1042.3724,2020-01-07 02:00,N
171,1578394800,Clear,clear-night,0.0,0.0,5.9,4.35,-0.42,0.64,2.07,36,16.093,0.01,1026.0,1041.254,2020-01-07 03:00,N
172,1578398400,Clear,clear-night,0.0,0.0,6.04,4.95,-0.29,0.64,1.65,30,16.093,0.01,1025.6,1056.5328000000002,2020-01-07 04:00,N
173,1578402000,Clear,clear-night,0.0,0.0,5.52,4.22,-0.36,0.66,1.77,30,16.093,0.01,1025.1,1187.1607999999999,2020-01-07 05:00,N
174,1578405600,Clear,clear-night,0.0,0.0,4.48,3.34,0.04,0.73,1.51,37,16.093,0.04,1024.6,1230.8372,2020-01-07 06:00,N
175,1578409200,Clear,clear-night,0.0,0.0,4.22,2.92,-0.04,0.74,1.6,37,15.183,0.06,1024.7,1626.8328000000001,2020-01-07 07:00,N
176,1578412800,Clear,clear-day,0.0,0.0,4.29,3.06,0.47,0.76,1.56,45,15.504000000000001,0.15,1024.5,1591.6675999999998,2020-01-07 08:00,N
